Frequency - Fgen,Phase - Fgen,Phase - R
40599.6,0.0329698,0.287971
40599.5,0.026069,0.280903
40599.6,0.0306852,0.285783
40599.7,0.0208965,0.276045
40599.6,0.0306909,0.285695
40649.6,0.0236867,0.278995
40649.7,0.0241895,0.279767
40649.5,0.023758,0.279067
40649.5,0.0275495,0.282928
40649.5,0.0317026,0.286867
40649.5,0.0312058,0.286665
40699.4,0.0233829,0.279122
40699.4,0.0233723,0.278809
40699.5,0.0280145,0.283844
40699.4,0.0311322,0.286654
40699.6,0.0306224,0.286497
40699.3,0.0226764,0.278214
40699.3,0.0264794,0.281916
40749.4,0.0294781,0.28526
40749.5,0.0259094,0.281941
40749.5,0.0255936,0.281774
40749.5,0.0252865,0.281107
40749.6,0.022143,0.278021
40749.5,0.0324688,0.288752
40799.6,0.0228164,0.279332
40799.6,0.0261479,0.282733
40799.5,0.0283658,0.284542
40799.5,0.0286081,0.28495
40799.5,0.0228518,0.279
40799.5,0.0302868,0.286448
40799.5,0.0291244,0.285434
40849.5,0.0300791,0.28661
40849.5,0.0290929,0.285877
40849.5,0.021815,0.278142
40849.5,0.0274565,0.284115
40849.5,0.0224994,0.279078
40849.4,0.0223875,0.278891
40899.5,0.0237825,0.280818
40899.6,0.0345488,0.291721
40899.5,0.0301965,0.287257
40899.5,0.0262927,0.283424
40899.5,0.0326955,0.289831
40899.5,0.0244141,0.281279
40899.5,0.0230907,0.280347
40949.7,0.0300062,0.287627
40949.6,0.0278831,0.284957
40949.6,0.0215367,0.278867
40949.6,0.0270211,0.284168
40949.6,0.0255847,0.282779
40949.6,0.0229703,0.280349
40949.7,0.029976,0.287491
40999.5,0.028579,0.285875
40999.5,0.0269578,0.284483
40999.5,0.0237543,0.281274
40999.5,0.0336827,0.291323
40999.5,0.0280961,0.285104
40999.5,0.0319534,0.289325
41049.5,0.029407,0.287282
41049.6,0.0269677,0.28481
41049.5,0.0236549,0.281481
41049.7,0.0308685,0.288966
41049.6,0.0339788,0.291936
41049.6,0.0301401,0.288051
41049.7,0.0285372,0.286863
41099.5,0.0248681,0.282919
41099.5,0.0323392,0.290646
41099.7,0.0288935,0.287413
41099.5,0.0214004,0.279582
41099.5,0.0255557,0.283747
41099.6,0.0213368,0.279426
41149.5,0.0250935,0.283441
41149.5,0.0285329,0.286985
41149.4,0.0255658,0.284014
41149.5,0.0258899,0.284272
41149.5,0.0304053,0.288808
41149.5,0.0227646,0.281559
41149.6,0.0262531,0.284909
41199.6,0.0241385,0.282806
41199.5,0.0210541,0.279694
41199.5,0.0219648,0.280463
41199.6,0.0272964,0.286104
41199.5,0.0243505,0.28291
41199.5,0.031457,0.290162
41199.5,0.028376,0.287039
41249.6,0.0267468,0.286132
41249.4,0.0346082,0.293691
41249.4,0.0339178,0.293193
41249.6,0.0270659,0.2865
41249.5,0.0241287,0.283054
41249.4,0.0279776,0.287236
41299.6,0.0310729,0.290351
41299.5,0.0263487,0.285595
41299.6,0.0321778,0.291543
41299.5,0.0257988,0.285221
41299.5,0.0330236,0.29213
41299.5,0.0285299,0.287692
41299.6,0.0222412,0.281484
41349.6,0.0325582,0.292475
41349.5,0.0326006,0.292239
41349.5,0.0235212,0.283117
41349.5,0.0331651,0.29285
41349.5,0.0260981,0.285765
41349.6,0.0223666,0.282114
41399.8,0.0326725,0.292985
41399.6,0.0287092,0.289022
41399.6,0.0281002,0.288578
41399.6,0.0306663,0.290875
41399.6,0.0278989,0.288076
41399.7,0.0240163,0.28423
41399.7,0.0236303,0.283706
41449.7,0.0332047,0.294156
41449.6,0.027124,0.287994
41449.6,0.0341044,0.29499
41449.6,0.0285265,0.289354
41449.5,0.0295604,0.290176
41449.6,0.0323404,0.293006
41499.4,0.0281523,0.28856
41499.4,0.0320873,0.292991
41499.2,0.0262428,0.286832
41499.4,0.0256289,0.286307
41499.4,0.0297709,0.290728
41499.3,0.0276553,0.288031
41499.3,0.0282784,0.28894
41549.4,0.0271497,0.287525
41549.5,0.0220573,0.2831
41549.4,0.0273406,0.287819
41549.5,0.0234783,0.283772
41549.5,0.031512,0.29202
41549.5,0.0266422,0.287379
41549.5,0.034436,0.295025
41599.3,0.0348558,0.295832
41599.3,0.0345028,0.295155
41599.5,0.0253764,0.286758
41599.4,0.0346044,0.29562
41599.3,0.0244671,0.285185
41599.5,0.0256467,0.287025
41649.5,0.0323478,0.294197
41649.6,0.0232624,0.285128
41649.6,0.0298015,0.291179
41649.6,0.0343119,0.296094
41649.5,0.0322379,0.293465
41649.5,0.0266929,0.288426
41649.6,0.0307654,0.292532
41699.4,0.0263029,0.28812
41699.2,0.0352738,0.297165
41699.4,0.0210113,0.28284
41699.4,0.0271231,0.288801
41699.4,0.0327672,0.295033
41699.5,0.0321944,0.294104
41749.7,0.0330542,0.295691
41749.7,0.0247717,0.287215
41749.7,0.0349761,0.297701
41749.6,0.0299348,0.292415
41749.5,0.0222252,0.284642
41749.6,0.0243638,0.286996
41749.8,0.0280169,0.291056
41799.8,0.0235341,0.287119
41799.7,0.0278461,0.291288
41799.7,0.0339296,0.297153
41799.6,0.0319009,0.294895
41799.7,0.0348753,0.298012
41799.7,0.0315356,0.294496
41849.6,0.028939,0.292373
41849.5,0.030358,0.293715
41849.6,0.0307039,0.294044
41849.6,0.0301187,0.293452
41849.5,0.0293558,0.292599
41849.5,0.0325529,0.295858
41849.4,0.0306162,0.293495
41899.6,0.035274,0.298517
41899.5,0.0336305,0.296952
41899.5,0.0282127,0.291142
41899.4,0.0328341,0.295784
41899.6,0.0357818,0.299161
41899.6,0.0257065,0.289062
41949.4,0.0311295,0.294278
41949.5,0.029063,0.292469
41949.4,0.0273306,0.290625
41949.4,0.0287043,0.292237
41949.5,0.0263937,0.289884
41949.5,0.0246785,0.288365
41949.5,0.0284544,0.292076
41999.6,0.0347309,0.298654
41999.5,0.0271789,0.290816
41999.5,0.0335708,0.2972
41999.5,0.0320214,0.295613
41999.7,0.0334143,0.297586
41999.5,0.0243879,0.288009
41999.5,0.0262926,0.28988
42049.5,0.0246376,0.288857
42049.6,0.0274423,0.29157
42049.4,0.0347676,0.298853
42049.5,0.0290251,0.293034
42049.5,0.0289447,0.293318
42049.5,0.0362541,0.300529
42099.5,0.035043,0.299394
42099.5,0.0250391,0.289168
42099.6,0.0274098,0.291774
42099.6,0.0224187,0.286867
42099.6,0.029458,0.293853
42099.5,0.0297556,0.294024
42099.7,0.0308928,0.295443
42149.6,0.033348,0.298317
42149.6,0.0342058,0.299087
42149.5,0.0349638,0.299693
42149.5,0.0304698,0.295423
42149.6,0.0316347,0.296694
42149.6,0.0235244,0.288675
42199.6,0.0350372,0.300264
42199.7,0.0319665,0.297179
42199.6,0.0315391,0.296778
42199.7,0.0245824,0.289725
42199.5,0.02438,0.289214
42199.6,0.0293934,0.294416
42199.6,0.0309213,0.295967
42249.5,0.0239543,0.289441
42249.5,0.024335,0.289761
42249.5,0.027022,0.292276
42249.5,0.0224474,0.287799
42249.6,0.0251226,0.290447
42249.5,0.0335771,0.29881
42299.5,0.0229956,0.288833
42299.5,0.0319677,0.297728
42299.3,0.0360342,0.301435
42299.4,0.030587,0.296422
42299.6,0.0322155,0.29825
42299.4,0.0263349,0.291916
42299.5,0.0224548,0.288143
42349.7,0.0226022,0.289078
42349.6,0.0321229,0.29861
42349.5,0.0347265,0.301126
42349.5,0.0294965,0.29545
42349.6,0.0346699,0.301236
42349.7,0.0281681,0.294423
42349.6,0.0317162,0.298166
42399.5,0.0254192,0.291825
42399.5,0.0314347,0.29766
42399.5,0.0232684,0.289719
42399.4,0.0345111,0.300632
42399.4,0.0314827,0.297965
42399.3,0.029516,0.295091
42449.6,0.0305994,0.297158
42449.6,0.0285799,0.295448
42449.6,0.033047,0.299743
42449.6,0.0331913,0.299958
42449.6,0.0274739,0.294274
42449.5,0.024611,0.29133
42449.6,0.0329721,0.299784
42499.5,0.0320512,0.298998
42499.5,0.0232279,0.29043
42499.6,0.0329114,0.300038
42499.5,0.0303722,0.297575
42499.5,0.0243234,0.291297
42499.4,0.0231175,0.290089
42549.6,0.0311525,0.29853
42549.5,0.0276585,0.294918
42549.6,0.0312656,0.298731
42549.6,0.0277244,0.295057
42549.6,0.0252684,0.292495
42549.6,0.0290422,0.296383
42549.6,0.0263613,0.293763
42599.4,0.0246876,0.292378
42599.4,0.023552,0.291148
42599.5,0.0292055,0.297026
42599.4,0.0352844,0.303082
42599.5,0.0251479,0.293027
42599.4,0.031403,0.299277
42649.4,0.0261686,0.293947
42649.4,0.0281215,0.29567
42649.5,0.0334552,0.301629
42649.4,0.0266336,0.294439
42649.5,0.0305325,0.298702
42649.5,0.0325952,0.300635
42649.3,0.0262548,0.294285
42699.5,0.036409,0.304453
42699.5,0.0332826,0.301462
42699.5,0.0363727,0.304402
42699.4,0.0224545,0.290319
42699.5,0.0341679,0.30233
42699.6,0.0326397,0.301074
42699.6,0.0294495,0.297846
42749.5,0.0294491,0.298012
42749.4,0.0353692,0.303522
42749.3,0.0270671,0.29544
42749.4,0.0304805,0.298909
42749.3,0.027296,0.295615
42749.5,0.0350587,0.303935
42799.6,0.0277228,0.296616
42799.5,0.0319347,0.300857
42799.7,0.0235664,0.292531
42799.6,0.0317533,0.300836
42799.5,0.029628,0.298407
42799.6,0.0287372,0.297484
42799.5,0.0361869,0.304955
42849.5,0.029192,0.298533
42849.6,0.0353796,0.304978
42849.5,0.024855,0.294086
42849.5,0.0240276,0.293313
42849.5,0.0299242,0.299402
42849.5,0.0223473,0.291788
42899.6,0.0328739,0.302646
42899.7,0.0301186,0.299952
42899.6,0.0317004,0.301309
42899.6,0.028378,0.297738
42899.6,0.0223619,0.291878
42899.6,0.0228944,0.292309
42899.5,0.0342294,0.30353
42949.4,0.0270357,0.296893
42949.6,0.0319609,0.301925
42949.4,0.0307244,0.300389
42949.5,0.0340579,0.303598
42949.5,0.0300875,0.299825
42949.7,0.0230864,0.293374
42949.5,0.0262612,0.296022
42999.3,0.0334144,0.303403
42999.5,0.0272137,0.297423
42999.4,0.034346,0.304647
42999.4,0.0286724,0.298567
42999.5,0.029569,0.29946
42999.5,0.0329407,0.30313
43049.5,0.0273682,0.297568
43049.5,0.0256907,0.296069
43049.6,0.0258214,0.296403
43049.6,0.0296385,0.300083
43049.6,0.0281641,0.298673
43049.5,0.0233943,0.293972
43049.4,0.0261491,0.296388
43099.4,0.0351837,0.306045
43099.5,0.0227643,0.293365
43099.5,0.025862,0.296644
43099.5,0.0237859,0.294783
43099.3,0.0329055,0.303463
43099.4,0.0349952,0.305624
43099.4,0.0365769,0.307217
43149.3,0.0284682,0.299202
43149.5,0.0244072,0.29538
43149.5,0.0250064,0.296201
43149.7,0.0348704,0.306022
43149.5,0.0266328,0.297461
43149.6,0.0258423,0.296991
43149.7,0.0300988,0.301307
43199.5,0.0305694,0.302061
43199.5,0.0250613,0.296567
43199.4,0.0271734,0.298545
43199.5,0.0227731,0.294536
43199.5,0.0253886,0.296885
43199.4,0.0262752,0.297452
43249.6,0.0274159,0.299102
43249.6,0.0347088,0.306939
43249.6,0.0252909,0.297396
43249.6,0.0306123,0.302336
43249.6,0.027647,0.299408
43249.7,0.029476,0.301671
43249.5,0.0297159,0.301422
43299.5,0.0262244,0.298012
43299.4,0.0354334,0.307182
43299.5,0.0272999,0.299048
43299.5,0.0320318,0.304155
43299.5,0.0240452,0.295928
43299.3,0.0333488,0.305128
43299.5,0.0250879,0.297295
43349.5,0.032678,0.3047
43349.6,0.0226923,0.295046
43349.5,0.0279896,0.300288
43349.5,0.03666,0.309014
43349.7,0.0347442,0.307039
43349.6,0.0270802,0.299462
43349.6,0.0339552,0.306361
43399.5,0.0245747,0.29702
43399.7,0.0288875,0.30196
43399.5,0.0368828,0.309361
43399.5,0.0345006,0.30705
43399.6,0.0340813,0.306806
43399.5,0.0282786,0.300773
43449.4,0.0354859,0.308619
43449.3,0.0371504,0.309529
43449.6,0.0331832,0.306353
43449.5,0.0259384,0.299155
43449.4,0.0367627,0.309786
43449.6,0.0292738,0.302692
43449.4,0.0310997,0.303977
43499.5,0.0300805,0.303392
43499.6,0.0269249,0.300172
43499.6,0.0370666,0.310542
43499.5,0.0354847,0.308767
43499.5,0.0371315,0.310404
43499.6,0.0282147,0.301721
43549.5,0.0249793,0.298663
43549.5,0.0293198,0.302987
43549.4,0.0273044,0.300849
43549.5,0.0259874,0.299588
43549.4,0.0375068,0.311151
43549.4,0.0319537,0.305411
43549.5,0.0287819,0.302893
43599.6,0.0361159,0.309917
43599.5,0.0235338,0.297073
43599.6,0.0248583,0.298697
43599.6,0.0241662,0.29811
43599.5,0.0350562,0.308892
43599.6,0.0266754,0.300647
43649.5,0.0348666,0.309325
43649.3,0.0356443,0.309602
43649.6,0.0284883,0.302737
43649.5,0.031468,0.305695
43649.4,0.0346839,0.308762
43649.5,0.0282324,0.302468
43649.4,0.0364529,0.310662
43699.6,0.0296204,0.304164
43699.6,0.0305302,0.305079
43699.7,0.0248124,0.299496
43699.6,0.0345049,0.308869
43699.7,0.0333148,0.308038
43699.6,0.0242311,0.298785
43699.6,0.0289168,0.303329
43749.5,0.0361064,0.310901
43749.5,0.0283275,0.303292
43749.5,0.03757,0.312315
43749.5,0.0278993,0.302615
43749.5,0.0351684,0.31024
43749.5,0.0343595,0.309021
43799.4,0.0281929,0.303377
43799.3,0.0328189,0.30777
43799.4,0.0279948,0.30317
43799.4,0.0312801,0.306232
43799.4,0.0319321,0.307161
43799.4,0.0334762,0.308659
43799.5,0.0246111,0.299917
43849.5,0.033857,0.309034
43849.4,0.0270436,0.302638
43849.5,0.0347178,0.309852
43849.5,0.0300436,0.30567
43849.6,0.0383259,0.314117
43849.5,0.034569,0.310174
43849.6,0.0276086,0.303255
43899.4,0.0312873,0.306884
43899.4,0.0328372,0.308568
43899.4,0.026387,0.302012
43899.4,0.0368598,0.312493
43899.4,0.0325756,0.308086
43899.5,0.0308852,0.306701
43949.6,0.0319162,0.308136
43949.6,0.0354416,0.311733
43949.5,0.0368093,0.312954
43949.5,0.030315,0.306393
43949.5,0.036961,0.312806
43949.5,0.0352149,0.311284
43949.6,0.0248797,0.3014
43999.5,0.0274777,0.303853
43999.4,0.0351438,0.311643
43999.5,0.0301422,0.306642
43999.4,0.036687,0.313152
43999.4,0.0364192,0.312644
43999.3,0.0344988,0.31081
43999.4,0.0385402,0.315088
44049.5,0.0331521,0.309733
44049.7,0.0269393,0.303897
44049.7,0.029249,0.306251
44049.6,0.0267696,0.303461
44049.7,0.0371169,0.313973
44049.6,0.0271952,0.304213
44099.5,0.027221,0.30405
44099.5,0.0272441,0.304298
44099.4,0.0352454,0.312014
44099.5,0.0263992,0.303245
44099.3,0.033904,0.310444
44099.4,0.023771,0.300564
44099.5,0.0359562,0.312903
44149.6,0.0366552,0.313984
44149.5,0.0350905,0.311967
44149.6,0.0336869,0.310988
44149.5,0.028909,0.305998
44149.5,0.0318938,0.309062
44149.6,0.0378068,0.314965
44149.5,0.0329485,0.310085
44199.7,0.0321147,0.310042
44199.5,0.0265665,0.304363
44199.6,0.0335552,0.311567
44199.5,0.0336464,0.311136
44199.5,0.0286409,0.306527
44199.6,0.0325922,0.310428
44199.6,0.0334326,0.311186
44249.4,0.0360472,0.313968
44249.4,0.0378828,0.315915
44249.3,0.0256812,0.303353
44249.6,0.0313948,0.309604
44249.4,0.033656,0.311613
44249.6,0.0310167,0.309649
44299.5,0.029621,0.307934
44299.5,0.0281718,0.306296
44299.5,0.0345615,0.312906
44299.6,0.0377081,0.316075
44299.4,0.0355459,0.313813
44299.6,0.0292015,0.307623
44299.6,0.0260747,0.304514
44349.4,0.0331291,0.311734
44349.4,0.0337084,0.312374
44349.4,0.0347585,0.31353
44349.6,0.027226,0.306053
44349.4,0.0308627,0.309405
44349.5,0.0333613,0.312349
44349.4,0.0314689,0.310045
44399.6,0.0337802,0.31295
44399.6,0.030999,0.309912
44399.6,0.0363563,0.315343
44399.5,0.0331818,0.311843
44399.6,0.0302282,0.309109
44399.6,0.0352401,0.314163
44449.6,0.0307035,0.310308
44449.4,0.0277537,0.306585
44449.6,0.0295444,0.309009
44449.5,0.0330092,0.312513
44449.6,0.0255414,0.304826
44449.5,0.0321543,0.311702
44449.5,0.0252243,0.304253
44499.5,0.0357772,0.315283
44499.6,0.0272487,0.306903
44499.5,0.0291897,0.308512
44499.5,0.0366653,0.315777
44499.5,0.0335552,0.313208
44499.5,0.0317425,0.311215
44549.6,0.028747,0.308918
44549.5,0.0360227,0.31586
44549.5,0.0267863,0.306608
44549.5,0.0252884,0.305341
44549.6,0.0347526,0.314761
44549.5,0.0333745,0.313359
44549.4,0.0375214,0.317265
44599.3,0.0253031,0.305345
44599.4,0.035024,0.31549
44599.5,0.0348178,0.315224
44599.5,0.0292908,0.309617
44599.4,0.0275438,0.307777
44599.5,0.0330254,0.313476
44599.3,0.0332051,0.313264
44649.6,0.0357739,0.316347
44649.4,0.0357523,0.316036
44649.4,0.035724,0.31597
44649.4,0.0248385,0.305015
44649.6,0.026181,0.306583
44649.5,0.0322913,0.312612
44699.4,0.0332945,0.314204
44699.5,0.0368372,0.317646
44699.5,0.0320013,0.313058
44699.4,0.0330878,0.314082
44699.5,0.0338577,0.314857
44699.4,0.0345744,0.315575
44699.4,0.02757,0.307936
44749.6,0.0247081,0.3058
44749.4,0.0273594,0.30809
44749.6,0.0247481,0.306107
44749.5,0.033582,0.314673
44749.6,0.0263549,0.30787
44749.7,0.0332645,0.314692
44749.6,0.0314344,0.312301
44799.6,0.0301382,0.312572
44799.6,0.0263574,0.308518
44799.4,0.0355392,0.316949
44799.5,0.0338331,0.315782
44799.3,0.0327236,0.314215
44799.2,0.030488,0.311721
44849.6,0.0384996,0.320238
44849.7,0.0268812,0.308943
44849.6,0.0284718,0.310222
44849.5,0.0334185,0.315266
44849.7,0.0297089,0.311441
44849.6,0.0313122,0.313389
44849.6,0.030443,0.312507
44899.5,0.0281212,0.310164
44899.4,0.0374371,0.319637
44899.4,0.0291849,0.311342
44899.5,0.0274776,0.30976
44899.5,0.0356609,0.317506
44899.7,0.0251592,0.307658
44949.3,0.0294771,0.311678
44949.4,0.0310609,0.313106
44949.4,0.0380372,0.320507
44949.4,0.028293,0.310928
44949.4,0.0307427,0.313319
44949.3,0.0381552,0.320149
44949.5,0.0248138,0.307361
44999.6,0.0265652,0.309515
44999.5,0.0267907,0.309381
44999.5,0.0333553,0.315863
44999.5,0.0368022,0.319282
44999.5,0.0302333,0.312803
44999.7,0.0257816,0.30876
44999.5,0.0314613,0.314165