0.00E+00,-0.0302506,-0.0173634,1.94665,-1.82608
3.10E-06,0.150814,0.115375,1.71242,-1.49101
6.20E-06,0.311582,0.222016,1.2575,-0.963282
9.30E-06,0.4266,0.296118,0.654704,-0.325689
1.24E-05,0.47525,0.323181,-0.0115642,0.327047
1.55E-05,0.458818,0.304172,-0.644003,0.903427
1.86E-05,0.37634,0.245857,-1.16271,1.3242
2.17E-05,0.23877,0.152747,-1.49842,1.53973
2.48E-05,0.067692,0.0422398,-1.61537,1.52685
2.79E-05,-0.117561,-0.06859,-1.501,1.29391
3.10E-05,-0.282517,-0.166533,-1.18075,0.881841
3.41E-05,-0.40269,-0.23709,-0.70715,0.35701
3.72E-05,-0.471959,-0.272208,-0.147202,-0.20455
4.03E-05,-0.468093,-0.264797,0.41919,-0.719393
4.34E-05,-0.396247,-0.22227,0.906649,-1.11471
4.65E-05,-0.268341,-0.147524,1.25428,-1.33927
4.96E-05,-0.0969418,-0.0528032,1.41827,-1.36472
5.27E-05,0.0857341,0.0470725,1.37607,-1.19042
5.58E-05,0.255201,0.137927,1.13701,-0.846654
5.89E-05,0.391161,0.206874,0.74137,-0.385937
6.20E-05,0.470095,0.245857,0.244569,0.122463
6.51E-05,0.480082,0.249401,-0.274463,0.604766
6.82E-05,0.420801,0.214606,-0.748067,0.990094
7.13E-05,0.299662,0.151781,-1.10697,1.22625
7.44E-05,0.133417,0.0664033,-1.30254,1.28038
7.75E-05,-0.0466818,-0.0267067,-1.30479,1.14603
8.06E-05,-0.225492,-0.11434,-1.11986,0.845435
8.37E-05,-0.368539,-0.184253,-0.773519,0.424667
8.68E-05,-0.459072,-0.226136,-0.324401,-0.0540919
8.99E-05,-0.484524,-0.234513,0.175944,-0.520608
9.30E-05,-0.433942,-0.208094,0.638917,-0.906257
9.61E-05,-0.323112,-0.153001,1.00556,-1.15627
9.92E-05,-0.164922,-0.0740671,1.22786,-1.23681
1.02E-04,0.0180763,0.0132436,1.26652,-1.13533
0.000105,0.196886,0.100554,1.12444,-0.868884
0.000108,0.344445,0.171756,0.817727,-0.476469
0.000112,0.447542,0.216217,0.39406,-0.0160747
0.000115,0.484593,0.231359,-0.0840547,0.443676
0.000118,0.450764,0.212029,-0.545416,0.836092
0.000121,0.350888,0.162091,-0.924943,1.10511
0.000124,0.201074,0.0879893,-1.17205,1.2124
0.000127,0.0219425,0.00325606,-1.2439,1.14152
0.00013,-0.159767,-0.0824438,-1.13823,0.904072
0.000133,-0.317635,-0.155579,-0.862763,0.535175
0.000136,-0.431042,-0.205516,-0.467126,0.0889559
0.000139,-0.481302,-0.22678,-0.00189882,-0.368539
0.000143,-0.459716,-0.212282,0.461718,-0.770941
0.000146,-0.372405,-0.167177,0.857678,-1.06026
0.000149,-0.228391,-0.0985527,1.12638,-1.19396
0.000152,-0.0550585,-0.014786,1.23334,-1.15466
0.000155,0.131806,0.0699473,1.15698,-0.946529
0.000158,0.297406,0.145337,0.914059,-0.600831
0.000161,0.419835,0.201074,0.538075,-0.167177
0.000164,0.480405,0.226205,0.0870228,0.29064
0.000167,0.471383,0.218794,-0.378849,0.70432
0.00017,0.395671,0.1782,-0.787373,1.0149
0.000174,0.262289,0.114408,-1.0812,1.17825
0.000177,0.0918555,0.0328966,-1.2178,1.1689
0.00018,-0.0959753,-0.0518367,-1.1756,0.989449
0.000183,-0.263187,-0.131737,-0.964571,0.665014
0.000186,-0.394314,-0.190374,-0.610496,0.244569
0.000189,-0.470348,-0.21937,-0.168144,-0.21196
0.000192,-0.475503,-0.217759,0.297728,-0.636593
0.000195,-0.411067,-0.184897,0.718496,-0.96876
0.000198,-0.289283,-0.124005,1.0352,-1.15852
0.000201,-0.120461,-0.0437822,1.2008,-1.1814
0.000205,0.0618928,0.0403067,1.19564,-1.03191
0.000208,0.238447,0.121174,1.01104,-0.731958
0.000211,0.376663,0.182388,0.681445,-0.325689
0.000214,0.463973,0.219117,0.252301,0.128584
0.000217,0.482338,0.223949,-0.213571,0.563205
0.00022,0.431433,0.194953,-0.644325,0.915348
0.000223,0.317381,0.138894,-0.983902,1.13443
0.000226,0.156936,0.0631815,-1.18269,1.1892
0.000229,-0.0244514,-0.021874,-1.20395,1.07032
0.000232,-0.20455,-0.102741,-1.05478,0.795175
0.000236,-0.353075,-0.170077,-0.748711,0.404048
0.000239,-0.450695,-0.211316,-0.335999,-0.0453931
0.000242,-0.480336,-0.221625,0.126007,-0.48839
0.000245,-0.443285,-0.199395,0.569648,-0.859863
0.000248,-0.339865,-0.149135,0.931779,-1.10536
0.000251,-0.189085,-0.0750336,1.15698,-1.19203