8.68E-05,-0.459072,-0.226136,-0.324401,-0.0540919
8.99E-05,-0.484524,-0.234513,0.175944,-0.520608
9.30E-05,-0.433942,-0.208094,0.638917,-0.906257
9.61E-05,-0.323112,-0.153001,1.00556,-1.15627
9.92E-05,-0.164922,-0.0740671,1.22786,-1.23681
0.000102,0.0180763,0.0132436,1.26652,-1.13533
0.000105,0.196886,0.100554,1.12444,-0.868884
0.000108,0.344445,0.171756,0.817727,-0.476469
0.000112,0.447542,0.216217,0.39406,-0.0160747
0.000115,0.484593,0.231359,-0.0840547,0.443676
0.000118,0.450764,0.212029,-0.545416,0.836092
0.000121,0.350888,0.162091,-0.924943,1.10511
0.000124,0.201074,0.0879893,-1.17205,1.2124
0.000127,0.0219425,0.00325606,-1.2439,1.14152
0.00013,-0.159767,-0.0824438,-1.13823,0.904072
0.000133,-0.317635,-0.155579,-0.862763,0.535175
0.000136,-0.431042,-0.205516,-0.467126,0.0889559
0.000139,-0.481302,-0.22678,-0.00189882,-0.368539
0.000143,-0.459716,-0.212282,0.461718,-0.770941
0.000146,-0.372405,-0.167177,0.857678,-1.06026
0.000149,-0.228391,-0.0985527,1.12638,-1.19396
0.000152,-0.0550585,-0.014786,1.23334,-1.15466
0.000155,0.131806,0.0699473,1.15698,-0.946529
0.000158,0.297406,0.145337,0.914059,-0.600831
0.000161,0.419835,0.201074,0.538075,-0.167177
0.000164,0.480405,0.226205,0.0870228,0.29064
0.000167,0.471383,0.218794,-0.378849,0.70432
0.00017,0.395671,0.1782,-0.787373,1.0149
0.000174,0.262289,0.114408,-1.0812,1.17825
0.000177,0.0918555,0.0328966,-1.2178,1.1689
0.00018,-0.0959753,-0.0518367,-1.1756,0.989449
0.000183,-0.263187,-0.131737,-0.964571,0.665014
0.000186,-0.394314,-0.190374,-0.610496,0.244569
0.000189,-0.470348,-0.21937,-0.168144,-0.21196
0.000192,-0.475503,-0.217759,0.297728,-0.636593
0.000195,-0.411067,-0.184897,0.718496,-0.96876
0.000198,-0.289283,-0.124005,1.0352,-1.15852
0.000201,-0.120461,-0.0437822,1.2008,-1.1814
0.000205,0.0618928,0.0403067,1.19564,-1.03191
0.000208,0.238447,0.121174,1.01104,-0.731958
0.000211,0.376663,0.182388,0.681445,-0.325689
0.000214,0.463973,0.219117,0.252301,0.128584
0.000217,0.482338,0.223949,-0.213571,0.563205
0.00022,0.431433,0.194953,-0.644325,0.915348
0.000223,0.317381,0.138894,-0.983902,1.13443
0.000226,0.156936,0.0631815,-1.18269,1.1892
0.000229,-0.0244514,-0.021874,-1.20395,1.07032
0.000232,-0.20455,-0.102741,-1.05478,0.795175
0.000236,-0.353075,-0.170077,-0.748711,0.404048
0.000239,-0.450695,-0.211316,-0.335999,-0.0453931
0.000242,-0.480336,-0.221625,0.126007,-0.48839
0.000245,-0.443285,-0.199395,0.569648,-0.859863
0.000248,-0.339865,-0.149135,0.931779,-1.10536
0.000251,-0.189085,-0.0750336,1.15698,-1.19203
0.000254,-0.00769806,0.00712221,1.21465,-1.1044
0.000257,0.174011,0.0924999,1.09416,-0.856641
0.00026,0.32898,0.161769,0.815472,-0.483557
0.000263,0.437877,0.209129,0.418546,-0.0402382
0.000267,0.484915,0.22556,-0.0415269,0.408881
0.00027,0.45753,0.210096,-0.491612,0.798074
0.000273,0.365064,0.162735,-0.872428,1.07064
0.000276,0.222016,0.092822,-1.12663,1.18791
0.000279,0.0454616,0.00776657,-1.21652,1.13282
0.000282,-0.138825,-0.0740671,-1.12856,0.91277
0.000285,-0.30217,-0.14688,-0.877905,0.559016
0.000288,-0.420088,-0.200039,-0.499344,0.123751
0.000291,-0.479691,-0.220981,-0.0466818,-0.329878
0.000294,-0.465837,-0.212282,0.413069,-0.733891
0.000298,-0.386259,-0.170399,0.810639,-1.03094
0.000301,-0.249011,-0.104674,1.08836,-1.18011
0.000304,-0.0776111,-0.0228405,1.2124,-1.15691
0.000307,0.106031,0.0618928,1.15988,-0.96586
0.00031,0.276465,0.137927,0.935001,-0.634015
0.000313,0.405337,0.194631,0.577703,-0.210027
0.000316,0.476861,0.223627,0.134061,0.245213
0.000319,0.476538,0.218472,-0.326656,0.664047
0.000322,0.408236,0.183677,-0.743234,0.986228
0.000325,0.280975,0.121174,-1.04866,1.16504
0.000329,0.112153,0.0415955,-1.20234,1.17406
0.000332,-0.0714896,-0.0437822,-1.18204,1.01329
0.000335,-0.246433,-0.122716,-0.988412,0.703353
0.000338,-0.38497,-0.182964,-0.653024,0.292251
0.000341,-0.46616,-0.216471,-0.220981,-0.162022
0.000344,-0.479369,-0.220014,0.245857,-0.592454
0.000347,-0.424921,-0.189407,0.67339,-0.936219
0.00035,-0.305714,-0.131737,1.0033,-1.14435